CMTE_ID,FILE_NUM,TRANSACTION_TP,Month,Day,Year,TRANSACTION_AMT,STATE,ENTITY_TYPE,CAND_ID,CAND_NAME,OFFICE,PTY,Key,CMTE_NM
C00176727,716625,24K,2,28,2011,1500,AL,PAC,H2AL03032,"ROGERS, MICHAEL DENNIS",H,REP,H11,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00101766,723414,24K,3,1,2011,1000,OH,PAC,H8OH15076,"STIVERS, STEVE MR.",H,REP,H12,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00366070,738932,24K,3,5,2011,2500,FL,PAC,H0FL18025,"ROS-LEHTINEN, ILEANA",H,REP,H13,FAA MANAGERS ASSOCIATION INC. PAC
C00366070,738932,24K,3,10,2011,1000,TX,PAC,H2TX31044,"CARTER, JOHN R. REP.",H,REP,H14,FAA MANAGERS ASSOCIATION INC. PAC
C00313650,764844,24K,3,14,2011,2500,AZ,PAC,H4AZ06045,"SCHWEIKERT, DAVID",H,REP,H15,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00366070,738932,24K,3,15,2011,1000,NC,PAC,H4NC06011,"COBLE, JOHN HOWARD",H,REP,H16,FAA MANAGERS ASSOCIATION INC. PAC
C00485003,786593,24E,3,16,2011,1000,MT,PAC,H2MT01060,"DAINES, STEVEN",H,REP,H17,CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC
C00226472,804544,24K,3,16,2011,1000,LA,PAC,H8LA00017,"CASSIDY, WILLIAM",H,REP,H18,ARPAC
C00384602,757123,24K,3,18,2011,2000,TX,PAC,H8TX20077,"GONZALEZ, CHARLES A.",H,DEM,H19,AMERICAN SOCIETY FOR RADIATION ONCOLOGY PAC AKA ASTRO PAC
C00079541,725965,24K,3,21,2011,1000,AZ,PAC,H6AZ08038,"GIFFORDS, GABRIELLE",H,DEM,H20,NARAL PRO-CHOICE AMERICA PAC
C00226472,804544,24K,3,21,2011,1000,AL,PAC,H0AL07086,"SEWELL, TERRYCINA ANDREA",H,DEM,H21,ARPAC
C00176727,721696,24K,3,31,2011,1000,,PAC,H0KY05015,"ROGERS, HAROLD DALLAS",H,REP,H22,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00366070,738932,24K,4,7,2011,1000,OH,PAC,H2OH03067,"TURNER, MICHAEL R",H,REP,H23,FAA MANAGERS ASSOCIATION INC. PAC
C00101766,729045,24K,4,14,2011,3000,WV,PAC,H6WV04057,"RAHALL, NICK JOE II",H,DEM,H24,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00168070,734911,24K,4,14,2011,3500,CA,PAC,H6CA22125,"MCCARTHY, KEVIN",H,REP,H25,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
C00168070,734911,24K,4,14,2011,2500,LA,PAC,H4LA07029,"BOUSTANY, JR, CHARLES W.",H,REP,H26,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
C00485003,786594,24K,4,19,2011,2500,MT,PAC,H0MT00033,"REHBERG, DENNIS R",H,REP,H27,CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC
C00485003,786594,24K,4,27,2011,1000,WY,PAC,H8WY00148,"LUMMIS, CYNTHIA MARIE",H,REP,H28,CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC
C00226472,804544,24K,4,28,2011,2500,LA,PAC,H0LA01087,"SCALISE, STEVE MR.",H,REP,H29,ARPAC
C00176727,728898,24K,4,30,2011,2000,AL,PAC,H6AL04098,"ADERHOLT, ROBERT BROWN",H,REP,H30,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00101766,731615,24K,5,3,2011,1000,TX,PAC,H0TX07055,"CULBERSON, JOHN",H,REP,H31,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00078261,731616,24K,5,3,2011,1000,CA,PAC,H4CA17021,"FARR, SAM",H,DEM,H32,UNITED AIRLINES POLITICAL ACTION COMMITTEE
C00101766,731615,24K,5,4,2011,1000,TX,PAC,H6TX08100,"BRADY, KEVIN",H,REP,H33,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00034785,772139,24K,5,6,2011,5000,MI,PAC,H6MI04113,"UPTON, FREDERICK STEPHEN",H,REP,H34,ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE
C00034785,772139,24K,5,6,2011,2500,GA,PAC,H4GA12010,"BARROW, JOHN J.",H,DEM,H35,ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE
C00226472,804544,24K,5,9,2011,1500,LA,PAC,H8LA02054,"RICHMOND, CEDRIC L.",H,DEM,H36,ARPAC
C00101766,731615,24K,5,10,2011,1000,IL,PAC,H8IL21021,"COSTELLO, JERRY F",H,DEM,H37,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,11,2011,1000,OR,PAC,H6OR04047,"DEFAZIO, PETER A",H,DEM,H38,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,11,2011,1000,TX,PAC,H0TX27061,"FARENTHOLD, RANDOLPH BLAKE",H,REP,H39,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,11,2011,1000,TX,PAC,H4TX10093,"MCCAUL, MICHAEL",H,REP,H40,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,11,2011,1000,IL,PAC,H2IL20042,"SHIMKUS, JOHN M",H,REP,H41,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,11,2011,1000,NJ,PAC,H0NJ01066,"ANDREWS, ROBERT E. MR.",H,DEM,H42,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,11,2011,1000,OH,PAC,H8OH15076,"STIVERS, STEVE MR.",H,REP,H43,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00367995,731186,24K,5,11,2011,1000,CA,PAC,H6CA34112,"LUNGREN, DANIEL E.",H,REP,H44,SIERRA NEVADA CORPORATION PAC
C00101766,731615,24K,5,11,2011,1000,TN,PAC,H8TN02069,"DUNCAN, JOHN J REP. JR.",H,REP,H45,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,12,2011,1000,MO,PAC,H0MO07113,"LONG, BILLY",H,REP,H46,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,12,2011,1000,IL,PAC,H0IL17059,"SCHILLING, ROBERT T.",H,REP,H47,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,731615,24K,5,12,2011,1000,NY,PAC,H8NY24066,"HANNA, RICHARD",H,REP,H48,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00226472,804544,24K,5,19,2011,1000,FL,PAC,H0FL12101,"ROSS, DENNIS ALAN",H,REP,H49,ARPAC
C00168070,734911,24K,5,20,2011,1000,FL,PAC,H2FL08055,"MICA, JOHN L. MR.",H,REP,H50,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
C00101766,731615,24K,5,25,2011,1000,DC,PAC,H4LA07029,"BOUSTANY, JR, CHARLES W.",H,REP,H51,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00384602,758399,24K,5,25,2011,5000,CA,PAC,H6CA09023,"STARK, FORTNEY HILLMAN JR",H,DEM,H52,AMERICAN SOCIETY FOR RADIATION ONCOLOGY PAC AKA ASTRO PAC
C00384602,758399,24K,5,26,2011,1500,UT,PAC,H0UT02096,"MATHESON, JAMES D",H,DEM,H53,AMERICAN SOCIETY FOR RADIATION ONCOLOGY PAC AKA ASTRO PAC
C00176727,731693,24K,5,31,2011,2000,AZ,PAC,H2AZ02055,"PASTOR, ED L",H,DEM,H54,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00176727,731693,24K,5,31,2011,1000,IA,PAC,H4IA05102,"LATHAM, THOMAS",H,REP,H55,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00101766,736868,24K,6,2,2011,1000,OH,PAC,H0OH18077,"GIBBS, BOB",H,REP,H56,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,2,2011,1000,CA,PAC,H8CA34068,"NAPOLITANO, GRACE",H,DEM,H57,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,2,2011,1000,OH,PAC,H6OH02086,"SCHMIDT, JEANNETTE H",H,REP,H58,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,2,2011,2000,MN,PAC,H0MN08115,"CRAVAACK, RAYMOND J MR.",H,REP,H59,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,2,2011,1000,IL,PAC,H0IL08090,"WALSH, JOE",H,REP,H60,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00367995,733717,24K,6,2,2011,1000,WA,PAC,H6WA09025,"SMITH, D ADAM",H,DEM,H61,SIERRA NEVADA CORPORATION PAC
C00168070,734911,24K,6,7,2011,1000,WI,PAC,H8WI09050,"SENSENBRENNER, F JAMES JR",H,REP,H62,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
C00366070,738932,24K,6,7,2011,1500,VA,PAC,H0VA08040,"MORAN, JAMES P JR",H,DEM,H63,FAA MANAGERS ASSOCIATION INC. PAC
C00384602,758599,24K,6,8,2011,1000,PA,PAC,H4PA13124,"SCHWARTZ, ALLYSON Y.",H,DEM,H64,AMERICAN SOCIETY FOR RADIATION ONCOLOGY PAC AKA ASTRO PAC
C00034785,772140,24K,6,9,2011,10000,AL,PAC,H2AL06035,"BACHUS, SPENCER T III",H,REP,H65,ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE
C00485003,786594,24K,6,9,2011,1000,MT,PAC,H0MT00033,"REHBERG, DENNIS R",H,REP,H66,CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC
C00101766,736868,24K,6,14,2011,1500,OH,PAC,H0OH16097,"RENACCI, JAMES B",H,REP,H67,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,14,2011,2000,AL,PAC,H2AL03032,"ROGERS, MICHAEL DENNIS",H,REP,H68,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,14,2011,1000,CA,PAC,H2CA30143,"BECERRA, XAVIER",H,DEM,H69,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,14,2011,1000,IL,PAC,H0IL05096,"QUIGLEY, MIKE",H,DEM,H70,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,15,2011,2000,TX,PAC,H2TX29030,"GREEN, RAYMOND E. 'GENE'",H,DEM,H71,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00366070,738932,24K,6,16,2011,2000,OH,PAC,H2OH09031,"KAPTUR, MARCY C HON.",H,DEM,H72,FAA MANAGERS ASSOCIATION INC. PAC
C00226472,804544,24K,6,16,2011,1000,TN,PAC,H2TN06030,"BLACKBURN, MARSHA MRS.",H,REP,H73,ARPAC
C00367995,733717,24K,6,17,2011,2500,NV,PAC,H2NV02247,"MARSHALL, KATE",H,DEM,H74,SIERRA NEVADA CORPORATION PAC
C00367995,733717,24K,6,20,2011,1000,NC,PAC,H8NC07044,"MCINTYRE, MIKE REP.",H,DEM,H75,SIERRA NEVADA CORPORATION PAC
C00101766,736868,24K,6,21,2011,1000,TX,PAC,H0TX17104,"FLORES, BILL",H,REP,H76,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,22,2011,2000,IL,PAC,H0IL10302,"DOLD, ROBERT JAMES MR JR",H,REP,H77,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,22,2011,1000,VA,PAC,H8VA11062,"CONNOLLY, GERRY",H,DEM,H78,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,23,2011,1000,GU,PAC,H2GU00033,"BORDALLO, MADELEINE Z. MS.",H,DEM,H79,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00226472,804544,24K,6,23,2011,2500,TN,PAC,H0TN06257,"BLACK, DIANE L MRS.",H,REP,H80,ARPAC
C00226472,804544,24K,6,23,2011,1000,AR,PAC,H0AR02107,"GRIFFIN, JOHN TIMOTHY",H,REP,H81,ARPAC
C00101766,736868,24K,6,23,2011,2000,NJ,PAC,H6NJ09165,"ROTHMAN, STEVEN R.",H,DEM,H82,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,736868,24K,6,23,2011,1000,WA,PAC,H0WA02080,"LARSEN, RICK",H,DEM,H83,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00226472,804544,24K,6,23,2011,1000,WA,PAC,H2WA04041,"HASTINGS, DOC",H,REP,H84,ARPAC
C00313650,764844,24K,6,24,2011,1000,AZ,PAC,H0AZ03362,"QUAYLE, BEN",H,REP,H85,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00313650,764844,24K,6,24,2011,1000,AZ,PAC,H2AZ02055,"PASTOR, ED L",H,DEM,H86,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00313650,764844,24K,6,24,2011,1000,CA,PAC,H0CA19173,"DENHAM, JEFF",H,REP,H87,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00078261,736876,24K,6,27,2011,3000,VA,PAC,H0VA07042,"CANTOR, ERIC IVAN",H,REP,H88,UNITED AIRLINES POLITICAL ACTION COMMITTEE
C00078261,736876,24K,6,27,2011,1000,TX,PAC,H4TX09095,"GREEN, ALEXANDER",H,DEM,H89,UNITED AIRLINES POLITICAL ACTION COMMITTEE
C00142315,750484,24K,6,27,2011,1500,NV,PAC,H2NV02247,"MARSHALL, KATE",H,DEM,H90,BOYD GAMING POLITICAL ACTION COMMITTEE
C00078261,736876,24K,6,27,2011,1000,VA,PAC,H0VA07042,"CANTOR, ERIC IVAN",H,REP,H91,UNITED AIRLINES POLITICAL ACTION COMMITTEE
C00451153,736773,24K,6,28,2011,5000,VA,PAC,H2VA06115,"GOODLATTE, ROBERT W",H,REP,H92,GRIDIRON-PAC
C00451153,736773,24K,6,28,2011,5000,MN,PAC,H8MN06047,"KLINE, JOHN PAUL JR",H,REP,H93,GRIDIRON-PAC
C00176727,737322,24K,6,30,2011,1000,AL,PAC,H2AL03032,"ROGERS, MICHAEL DENNIS",H,REP,H94,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00176727,737322,24K,6,30,2011,1000,MI,PAC,H0MI10071,"CAMP, DAVID LEE",H,REP,H95,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00176727,737322,24K,6,30,2011,2000,AL,PAC,H0AR03055,"WOMACK, STEVE",H,REP,H96,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00101766,742154,24K,7,7,2011,1000,NJ,PAC,H2NJ02037,"LOBIONDO, FRANK A.",H,REP,H97,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00309146,759660,24K,7,7,2011,1000,MS,PAC,H0MS04120,"PALAZZO, STEVEN MCCARTY",H,REP,H98,AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE
C00366070,761304,24K,7,12,2011,1000,PA,PAC,H4PA15087,"DENT, CHARLES W REP",H,REP,H99,FAA MANAGERS ASSOCIATION INC. PAC
C00309146,759660,24K,7,12,2011,1000,SD,PAC,H0SD00054,"NOEM, KRISTI LYNN",H,REP,H100,AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE
C00309146,759660,24K,7,15,2011,1500,CA,PAC,H8CA09060,"LEE, BARBARA",H,DEM,H101,AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE
C00168070,759911,24K,7,21,2011,1000,TX,PAC,H6TX00115,"REYES, SILVESTRE",H,DEM,H102,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
C00168070,759911,24K,7,21,2011,1000,MI,PAC,H2MI17023,"LEVIN, SANDER M MR",H,DEM,H103,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
C00309146,759660,24K,7,21,2011,1000,NJ,PAC,H6NJ12136,"LANCE, LEONARD",H,REP,H104,AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE
C00485003,786596,24K,7,22,2011,2000,MT,PAC,H0MT00033,"REHBERG, DENNIS R",H,REP,H105,CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC
C00101766,742154,24K,7,25,2011,1000,OR,PAC,H6OR04047,"DEFAZIO, PETER A",H,DEM,H106,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,742154,24K,7,25,2011,1000,NJ,PAC,H2NJ02037,"LOBIONDO, FRANK A.",H,REP,H107,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,742154,24K,7,25,2011,2000,WI,PAC,H0WI06061,"PETRI, THOMAS",H,REP,H108,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00034785,772141,24K,7,25,2011,1000,MN,PAC,H8MN03077,"PAULSEN, ERIK",H,REP,H109,ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE
C00101766,742154,24K,7,25,2011,1000,NY,PAC,H2NY01067,"BISHOP, TIMOTHY",H,DEM,H110,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,742154,24K,7,26,2011,1000,OH,PAC,H8OH11141,"FUDGE, MARCIA L",H,DEM,H111,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00142315,747141,24K,7,27,2011,5000,VA,PAC,H0OH08029,"BOEHNER, JOHN A",H,REP,H112,BOYD GAMING POLITICAL ACTION COMMITTEE
C00142315,747141,24K,7,27,2011,5000,VA,PAC,H0OH08029,"BOEHNER, JOHN A",H,REP,H113,BOYD GAMING POLITICAL ACTION COMMITTEE
C00101766,742154,24K,7,28,2011,1500,TX,PAC,H2TX31044,"CARTER, JOHN R. REP.",H,REP,H114,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00226472,804545,24K,7,28,2011,3000,AL,PAC,H2AL01077,"BONNER, JOSIAH ROBIAS",H,REP,H115,ARPAC
C00101766,742154,24K,7,29,2011,4000,DC,PAC,H2MD05155,"HOYER, STENY HAMILTON",H,DEM,H116,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00176727,743238,24K,7,31,2011,2000,OR,PAC,H6OR04047,"DEFAZIO, PETER A",H,DEM,H117,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00485003,786596,24K,8,6,2011,1000,WY,PAC,H8WY00148,"LUMMIS, CYNTHIA MARIE",H,REP,H118,CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC
C00485003,786596,24K,8,6,2011,3000,MT,PAC,H0MT00033,"REHBERG, DENNIS R",H,REP,H119,CLOUD PEAK ENERGY RESOURCES LLC EMPLOYEE PAC
C00226472,804545,24K,8,10,2011,1000,LA,PAC,H0LA01087,"SCALISE, STEVE MR.",H,REP,H120,ARPAC
C00309146,759660,24K,8,17,2011,1000,MI,PAC,H0MI10071,"CAMP, DAVID LEE",H,REP,H121,AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE
C00168070,759911,24K,8,25,2011,1000,IL,PAC,H6IL02124,"JACKSON, JESSE JR",H,DEM,H122,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
C00034785,772142,24K,8,30,2011,1000,IL,PAC,H6IL06117,"ROSKAM, PETER",H,REP,H123,ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE
C00176727,745181,24K,8,31,2011,1000,KY,PAC,H0KY05015,"ROGERS, HAROLD DALLAS",H,REP,H124,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00176727,745181,24K,8,31,2011,1000,AL,PAC,H2AL03032,"ROGERS, MICHAEL DENNIS",H,REP,H125,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES
C00101766,749510,24K,9,7,2011,1000,TX,PAC,H2TX29030,"GREEN, RAYMOND E. 'GENE'",H,DEM,H126,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,8,2011,1000,NJ,PAC,H0NJ01066,"ANDREWS, ROBERT E. MR.",H,DEM,H127,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,8,2011,1000,IL,PAC,H0IL14080,"HULTGREN, RANDY",H,REP,H128,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,8,2011,1000,NJ,PAC,H6NJ12144,"HOLT, RUSH D.",H,DEM,H129,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,13,2011,2000,TX,PAC,H0TX17104,"FLORES, BILL",H,REP,H130,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00309146,759660,24K,9,13,2011,1000,TX,PAC,H6TX21012,"SMITH, LAMAR",H,REP,H131,AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE
C00101766,749510,24K,9,13,2011,1000,NY,PAC,H0NY29054,"REED, THOMAS W II",H,REP,H132,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00366070,761304,24K,9,15,2011,2500,VT,PAC,H6VT00160,"WELCH, PETER",H,DEM,H133,FAA MANAGERS ASSOCIATION INC. PAC
C00367995,764878,24K,9,19,2011,2000,NV,PAC,H0NV03058,"HECK, JOE",H,REP,H134,SIERRA NEVADA CORPORATION PAC
C00366070,761304,24K,9,20,2011,1000,FL,PAC,H2FL08055,"MICA, JOHN L. MR.",H,REP,H135,FAA MANAGERS ASSOCIATION INC. PAC
C00142315,747141,24K,9,20,2011,5000,IL,PAC,H2IL17063,"KOEHLER, DAVID M",H,DEM,H136,BOYD GAMING POLITICAL ACTION COMMITTEE
C00451153,774713,24K,9,20,2011,5000,VA,PAC,H0VA07042,"CANTOR, ERIC IVAN",H,REP,H137,GRIDIRON-PAC
C00101766,749510,24K,9,21,2011,2000,IL,PAC,H0IL14080,"HULTGREN, RANDY",H,REP,H138,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00366070,761304,24K,9,21,2011,1000,WI,PAC,H0WI08075,"RIBBLE, REID",H,REP,H139,FAA MANAGERS ASSOCIATION INC. PAC
C00168070,759911,24K,9,21,2011,2000,OR,PAC,H6OR02116,"WALDEN, GREGORY P MR.",H,REP,H140,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
C00101766,749510,24K,9,21,2011,1000,OH,PAC,H8OH15076,"STIVERS, STEVE MR.",H,REP,H141,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,22,2011,1000,PA,PAC,H2PA09035,"SHUSTER, WILLIAM MR.",H,REP,H142,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,22,2011,1000,IL,PAC,H4IL07037,"DAVIS, DANNY K",H,DEM,H143,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,23,2011,5000,OH,PAC,H0OH12062,"TIBERI, PATRICK J.",H,REP,H144,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,23,2011,2000,OH,PAC,H8OH07065,"AUSTRIA, STEVE C",H,REP,H145,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,23,2011,1000,TX,PAC,H0TX07055,"CULBERSON, JOHN",H,REP,H146,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00101766,749510,24K,9,23,2011,4000,OH,PAC,H0OH12062,"TIBERI, PATRICK J.",H,REP,H147,CONTINENTAL AIRLINES INC EMPLOYEE FUND FOR A BETTER AMERICA PAC
C00309146,759660,24K,9,26,2011,1000,TX,PAC,H4TX06117,"BARTON, JOE LINUS",H,REP,H148,AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE
