CMTE_ID,FILE_NUM,TRANSACTION_TP,Month,Day,Year,TRANSACTION_AMT,STATE,ENTITY_TYPE,CAND_ID,CAND_NAME,OFFICE,PTY,Key,CMTE_NM
C00448696,750431,24E,9,24,2011,2717,VA,PAC,S2TX00312,"CRUZ, RAFAEL EDWARD TED",S,REP,S82,SENATE CONSERVATIVES FUND
C00261339,749563,24K,9,26,2011,1000,VA,PAC,S8VA00214,"ALLEN, GEORGE",S,REP,S83,HOGAN LOVELLS POLITICAL ACTION COMMITTEE
C00448696,750431,24E,9,30,2011,3894,VA,PAC,S2TX00312,"CRUZ, RAFAEL EDWARD TED",S,REP,S84,SENATE CONSERVATIVES FUND
C00202861,753001,24K,10,5,2011,5000,VA,PAC,S8VA00214,"ALLEN, GEORGE",S,REP,S85,THE SENATE VICTORY FUND PAC
C00018945,762104,24K,10,7,2011,1000,MT,PAC,S6MT00162,"TESTER, JON",S,DEM,S86,DORSEY NATIONAL FUND
C00422352,757962,24K,10,11,2011,1000,OR,PAC,S4ME00055,"SNOWE, OLYMPIA J",S,REP,S87,"CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC."
C00367995,764881,24K,10,18,2011,1000,GA,PAC,S2GA00118,"CHAMBLISS, C SAXBY",S,REP,S88,SIERRA NEVADA CORPORATION PAC
C00142315,780581,24K,10,24,2011,2500,NJ,PAC,S6NJ00289,"MENENDEZ, ROBERT",S,DEM,S89,BOYD GAMING POLITICAL ACTION COMMITTEE
C00448696,753467,24E,10,31,2011,580,VA,PAC,S2OH00170,"MANDEL, JOSH",S,REP,S90,SENATE CONSERVATIVES FUND
C00261339,754295,24K,11,3,2011,2000,CA,PAC,S0CA00199,"FEINSTEIN, DIANNE",S,DEM,S91,HOGAN LOVELLS POLITICAL ACTION COMMITTEE
C00448696,755456,24E,11,12,2011,3440,VA,PAC,S6NE00079,"STENBERG, DON",S,REP,S92,SENATE CONSERVATIVES FUND
C00202861,755341,24K,11,14,2011,5000,NM,PAC,S8NM00168,"WILSON, HEATHER A",S,REP,S93,THE SENATE VICTORY FUND PAC
C00434811,764859,24K,11,16,2011,5000,PA,PAC,S4PA00121,"TOOMEY, PATRICK JOSEPH",S,REP,S94,"TEVA PHARMACEUTICALS USA, INC. POLITICAL ACTION COMMITTEE"
C00367995,764884,24K,11,16,2011,1000,NM,PAC,S8NM00168,"WILSON, HEATHER A",S,REP,S95,SIERRA NEVADA CORPORATION PAC
C00448696,755456,24E,11,19,2011,1255,VA,PAC,S6NE00079,"STENBERG, DON",S,REP,S96,SENATE CONSERVATIVES FUND
C00448696,755456,24E,11,30,2011,982,VA,PAC,S8WI00158,"NEUMANN, MARK W",S,REP,S97,SENATE CONSERVATIVES FUND
C00159954,758331,24K,12,5,2011,1000,FL,PAC,S2FL00227,"LEMIEUX, GEORGE S",S,REP,S98,O'MELVENY & MYERS POLITICAL ACTION COMMITTEE
C00430371,792958,24K,12,7,2011,5000,MT,PAC,S6MT00162,"TESTER, JON",S,DEM,S99,SOUTH DAKOTA FIRST
C00366070,761304,24K,12,7,2011,1000,NM,PAC,S8NM00168,"WILSON, HEATHER A",S,REP,S100,FAA MANAGERS ASSOCIATION INC. PAC
C00448696,762315,24E,12,10,2011,1184,VA,PAC,S6NE00079,"STENBERG, DON",S,REP,S101,SENATE CONSERVATIVES FUND
C00448696,762315,24E,12,10,2011,617,VA,PAC,S8WI00158,"NEUMANN, MARK W",S,REP,S102,SENATE CONSERVATIVES FUND
C00422352,757962,24K,12,12,2011,2000,OR,PAC,S0IA00028,"GRASSLEY, CHARLES E SENATOR",S,REP,S103,"CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC."
C00422352,757962,24K,12,12,2011,1000,OR,PAC,S8MN00438,"FRANKEN, AL",S,DFL,S104,"CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC."
C00395723,763330,24K,12,13,2011,2000,NJ,PAC,S6NJ00289,"MENENDEZ, ROBERT",S,DEM,S105,ALSTON & BIRD PAC
C00395723,763330,24K,12,13,2011,3000,NJ,PAC,S6NJ00289,"MENENDEZ, ROBERT",S,DEM,S106,ALSTON & BIRD PAC
C00261339,758537,24K,12,19,2011,1000,ME,PAC,S4ME00055,"SNOWE, OLYMPIA J",S,REP,S107,HOGAN LOVELLS POLITICAL ACTION COMMITTEE
C00202861,759230,24K,12,20,2011,5000,NV,PAC,S2NV00183,"HELLER, DEAN",S,REP,S108,THE SENATE VICTORY FUND PAC
C00142315,780581,24K,12,22,2011,5000,NV,PAC,S2NV00183,"HELLER, DEAN",S,REP,S109,BOYD GAMING POLITICAL ACTION COMMITTEE
C00202861,759230,24K,12,28,2011,5000,VA,PAC,S8VA00214,"ALLEN, GEORGE",S,REP,S110,THE SENATE VICTORY FUND PAC
C00367995,764886,24K,12,30,2011,5000,NV,PAC,S2NV00209,"BERKLEY, SHELLEY",S,DEM,S111,SIERRA NEVADA CORPORATION PAC
C00448696,762315,24E,12,31,2011,937,VA,PAC,S6NE00079,"STENBERG, DON",S,REP,S112,SENATE CONSERVATIVES FUND
C00159954,766313,24K,1,18,2012,1000,MT,PAC,S8MT00010,"BAUCUS, MAX",S,DEM,S113,O'MELVENY & MYERS POLITICAL ACTION COMMITTEE
C00448696,807884,24E,1,21,2012,565,VA,PAC,S2TX00312,"CRUZ, RAFAEL EDWARD TED",S,REP,S114,SENATE CONSERVATIVES FUND
C00202861,765567,24K,1,24,2012,5000,OH,PAC,S2OH00170,"MANDEL, JOSH",S,REP,S115,THE SENATE VICTORY FUND PAC
C00018945,776903,24K,1,30,2012,1000,NJ,PAC,S6NJ00289,"MENENDEZ, ROBERT",S,DEM,S116,DORSEY NATIONAL FUND
C00448696,807884,24E,1,31,2012,1896,VA,PAC,S8WI00158,"NEUMANN, MARK W",S,REP,S117,SENATE CONSERVATIVES FUND
C00422352,775108,24K,2,1,2012,2000,OR,PAC,S6NV00028,"REID, HARRY",S,DEM,S118,"CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC."
C00422352,775108,24K,2,6,2012,2000,OR,PAC,S8MT00010,"BAUCUS, MAX",S,DEM,S119,"CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC."
C00448696,809668,24E,2,11,2012,2287,VA,PAC,S6NE00079,"STENBERG, DON",S,REP,S120,SENATE CONSERVATIVES FUND
C00202861,770343,24K,2,16,2012,5000,MA,PAC,S0MA00109,"BROWN, SCOTT P",S,REP,S121,THE SENATE VICTORY FUND PAC
C00202861,770343,24K,2,16,2012,5000,MT,PAC,S6MT00097,"REHBERG, DENNIS RAY",S,REP,S122,THE SENATE VICTORY FUND PAC
C00313650,779171,24K,2,20,2012,2500,AZ,PAC,S2AZ00141,"FLAKE, JEFF",S,REP,S123,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00448696,809668,24E,2,25,2012,740,VA,PAC,S2OH00170,"MANDEL, JOSH",S,REP,S124,SENATE CONSERVATIVES FUND
C00078261,770753,24K,2,27,2012,3000,CA,PAC,S0CA00199,"FEINSTEIN, DIANNE",S,DEM,S125,UNITED AIRLINES POLITICAL ACTION COMMITTEE
C00261339,794722,24K,3,1,2012,1000,VA,PAC,S8VA00214,"ALLEN, GEORGE",S,REP,S126,HOGAN LOVELLS POLITICAL ACTION COMMITTEE
C00159954,779708,24K,3,2,2012,1000,AZ,PAC,S2AZ00182,"BIVENS, DON",S,DEM,S127,O'MELVENY & MYERS POLITICAL ACTION COMMITTEE
C00448696,811229,24E,3,10,2012,563,VA,PAC,S2TX00312,"CRUZ, RAFAEL EDWARD TED",S,REP,S128,SENATE CONSERVATIVES FUND
C00448696,811229,24E,3,10,2012,666,VA,PAC,S2OH00170,"MANDEL, JOSH",S,REP,S129,SENATE CONSERVATIVES FUND
C00313650,779511,24K,3,12,2012,2000,WV,PAC,S4WV00027,"ROCKEFELLER, JOHN DAVISON IV",S,DEM,S130,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00313650,779511,24K,3,19,2012,2500,NV,PAC,S2NV00209,"BERKLEY, SHELLEY",S,DEM,S131,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00313650,779511,24K,3,19,2012,2500,PA,PAC,S6PA00217,"CASEY, ROBERT P JR",S,DEM,S132,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00142315,808616,24K,3,19,2012,5000,KY,PAC,S2KY00012,"MCCONNELL, MITCH",S,REP,S133,BOYD GAMING POLITICAL ACTION COMMITTEE
C00202861,779128,24K,3,20,2012,5000,OH,PAC,S2OH00170,"MANDEL, JOSH",S,REP,S134,THE SENATE VICTORY FUND PAC
C00392738,776996,24K,3,21,2012,2500,NV,PAC,S2NV00209,"BERKLEY, SHELLEY",S,DEM,S135,HOLDING ONTO OREGON'S PRIORITIES
C00367995,774751,24K,3,21,2012,5000,NV,PAC,S2NV00183,"HELLER, DEAN",S,REP,S136,SIERRA NEVADA CORPORATION PAC
C00392738,776996,24K,3,21,2012,5000,VA,PAC,S2VA00142,"KAINE, TIMOTHY MICHAEL",S,DEM,S137,HOLDING ONTO OREGON'S PRIORITIES
C00392738,776996,24K,3,21,2012,2500,NV,PAC,S2NV00209,"BERKLEY, SHELLEY",S,DEM,S138,HOLDING ONTO OREGON'S PRIORITIES
C00366070,813981,24K,3,21,2012,2500,CO,PAC,S0CO00211,"BENNET, MICHAEL F",S,DEM,S139,FAA MANAGERS ASSOCIATION INC. PAC
C00430371,776982,24K,3,23,2012,2500,RI,PAC,S6RI00221,"WHITEHOUSE, SHELDON II",S,DEM,S140,SOUTH DAKOTA FIRST
C00392738,776996,24K,3,30,2012,2500,NJ,PAC,S6NJ00289,"MENENDEZ, ROBERT",S,DEM,S141,HOLDING ONTO OREGON'S PRIORITIES
C00448696,811229,24E,3,31,2012,807,VA,PAC,S2TX00312,"CRUZ, RAFAEL EDWARD TED",S,REP,S142,SENATE CONSERVATIVES FUND
C00366070,813984,24K,4,2,2012,2500,NM,PAC,S8NM00168,"WILSON, HEATHER A",S,REP,S143,FAA MANAGERS ASSOCIATION INC. PAC
C00313650,790997,24K,4,4,2012,2500,PA,PAC,S6PA00217,"CASEY, ROBERT P JR",S,DEM,S144,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00448696,811287,24E,4,7,2012,526,VA,PAC,S6NE00079,"STENBERG, DON",S,REP,S145,SENATE CONSERVATIVES FUND
C00448696,811287,24E,4,7,2012,675,VA,PAC,S2OH00170,"MANDEL, JOSH",S,REP,S146,SENATE CONSERVATIVES FUND
C00422352,793970,24K,4,9,2012,1000,OR,PAC,S8CO00172,"UDALL, MARK E",S,DEM,S147,"CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC."
C00422352,793970,24K,4,10,2012,2000,OR,PAC,S2SD00068,"THUNE, JOHN R",S,REP,S148,"CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC."
C00422352,793970,24K,4,11,2012,1000,OR,PAC,S0NH00219,"SHAHEEN, JEANNE",S,DEM,S149,"CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC."
C00448696,811287,24E,4,14,2012,690,VA,PAC,S6NE00079,"STENBERG, DON",S,REP,S150,SENATE CONSERVATIVES FUND
C00367995,801348,24K,4,19,2012,4000,CO,PAC,S8CO00172,"UDALL, MARK E",S,DEM,S151,SIERRA NEVADA CORPORATION PAC
C00159954,784488,24K,4,23,2012,1000,MN,PAC,S6MN00267,"KLOBUCHAR, AMY J",S,DEM,S152,O'MELVENY & MYERS POLITICAL ACTION COMMITTEE
C00261339,835205,24K,4,23,2012,1000,VA,PAC,S2VA00142,"KAINE, TIMOTHY MICHAEL",S,DEM,S153,HOGAN LOVELLS POLITICAL ACTION COMMITTEE
C00078261,784420,24K,4,26,2012,2000,WV,PAC,S4WV00027,"ROCKEFELLER, JOHN DAVISON IV",S,DEM,S154,UNITED AIRLINES POLITICAL ACTION COMMITTEE
C00261339,835205,24K,4,27,2012,1000,WV,PAC,S0WV00090,"MANCHIN, JOE III",S,DEM,S155,HOGAN LOVELLS POLITICAL ACTION COMMITTEE
C00448696,811287,24E,4,30,2012,1506,VA,PAC,S6NE00079,"STENBERG, DON",S,REP,S156,SENATE CONSERVATIVES FUND
C00448696,811287,24E,4,30,2012,861,VA,PAC,S2TX00312,"CRUZ, RAFAEL EDWARD TED",S,REP,S157,SENATE CONSERVATIVES FUND
C00448696,811287,24E,4,30,2012,612,VA,PAC,S2AZ00141,"FLAKE, JEFF",S,REP,S158,SENATE CONSERVATIVES FUND
C00142315,795044,24K,4,30,2012,1000,VA,PAC,S2VA00142,"KAINE, TIMOTHY MICHAEL",S,DEM,S159,BOYD GAMING POLITICAL ACTION COMMITTEE
C00448696,811287,24E,4,30,2012,542,VA,PAC,S2OH00170,"MANDEL, JOSH",S,REP,S160,SENATE CONSERVATIVES FUND
C00392738,796817,24K,5,2,2012,2500,DC,PAC,S6MO00305,"MCCASKILL, CLAIRE",S,DEM,S161,HOLDING ONTO OREGON'S PRIORITIES
C00434811,789482,24K,5,2,2012,5000,UT,PAC,S6UT00063,"HATCH, ORRIN G",S,REP,S162,"TEVA PHARMACEUTICALS USA, INC. POLITICAL ACTION COMMITTEE"
C00434811,789482,24K,5,2,2012,5000,UT,PAC,S6UT00063,"HATCH, ORRIN G",S,REP,S163,"TEVA PHARMACEUTICALS USA, INC. POLITICAL ACTION COMMITTEE"
C00313650,790972,24K,5,4,2012,5000,TX,PAC,S2TX00361,"DEWHURST, DAVID H",S,REP,S164,"US AIRWAYS GROUP, INC. FEDERAL PAC"
C00321158,794024,24K,5,7,2012,1000,MS,PAC,S8MS00196,"WICKER, ROGER F",S,REP,S165,SALEM COMMUNICATIONS CORPORATION POLITICAL ACTION COMMITTEE
C00202861,812716,24K,5,11,2012,5000,IN,PAC,S2IN00083,"MOURDOCK, RICHARD E",S,REP,S166,THE SENATE VICTORY FUND PAC
C00202861,812716,24K,5,11,2012,5000,IN,PAC,S2IN00083,"MOURDOCK, RICHARD E",S,REP,S167,THE SENATE VICTORY FUND PAC
C00448696,811417,24E,5,12,2012,1706,VA,PAC,S2IN00083,"MOURDOCK, RICHARD E",S,REP,S168,SENATE CONSERVATIVES FUND
C00521302,787936,24A,5,17,2012,35000,SD,PAC,S2ND00073,"BERG, RICHARD A",S,REP,S169,VETERANS FOR A STRONG AMERICA ACTION GROUP
C00202861,812716,24K,5,18,2012,5000,FL,PAC,S2FL00334,"MACK, CONNIE",S,REP,S170,THE SENATE VICTORY FUND PAC
